Timestamp,Price,Volume,time_bin,Hour,Minute
1970-01-01 00:05:11.674000000,266,1,0,0,5
1970-01-01 00:05:13.503000000,265,1,0,0,5
1970-01-01 00:05:13.503000000,263,3,0,0,5
1970-01-01 00:05:14.619000000,263,1,0,0,5
1970-01-01 00:05:17.006000000,266,2,1,0,5
1970-01-01 00:05:18.401000000,263,1,1,0,5
1970-01-01 00:05:18.401000000,260,1,1,0,5
1970-01-01 00:05:18.401000000,259,2,1,0,5
1970-01-01 00:05:23.795000000,261,3,1,0,5
1970-01-01 00:05:24.756000000,261,3,1,0,5
1970-01-01 00:05:27.701000000,260,1,1,0,5
1970-01-01 00:05:28.228000000,260,3,1,0,5
1970-01-01 00:05:28.228000000,259,1,1,0,5
1970-01-01 00:05:28.910000000,259,2,1,0,5
1970-01-01 00:05:28.972000000,259,4,1,0,5
1970-01-01 00:05:34.986000000,257,4,1,0,5
1970-01-01 00:05:36.040000000,258,2,1,0,5
1970-01-01 00:05:36.040000000,265,3,1,0,5
1970-01-01 00:05:37.900000000,263,1,1,0,5
1970-01-01 00:05:38.861000000,262,1,1,0,5
1970-01-01 00:05:40.628000000,253,1,1,0,5
1970-01-01 00:05:40.752000000,261,2,1,0,5
1970-01-01 00:05:40.907000000,252,1,1,0,5
1970-01-01 00:05:41.248000000,259,2,1,0,5
1970-01-01 00:05:41.992000000,259,5,1,0,5
1970-01-01 00:05:41.992000000,260,1,1,0,5
1970-01-01 00:05:42.488000000,264,1,1,0,5
1970-01-01 00:05:43.511000000,264,1,1,0,5
1970-01-01 00:05:45.650000000,263,5,1,0,5
1970-01-01 00:05:45.867000000,263,2,1,0,5
1970-01-01 00:05:46.518000000,263,2,1,0,5
1970-01-01 00:05:49.432000000,263,2,1,0,5
1970-01-01 00:05:53.338000000,262,4,1,0,5
1970-01-01 00:05:53.958000000,263,2,1,0,5
1970-01-01 00:05:54.299000000,264,1,1,0,5
1970-01-01 00:05:55.725000000,261,1,1,0,5
1970-01-01 00:05:55.725000000,259,4,1,0,5
1970-01-01 00:06:00.902000000,269,2,1,0,6
1970-01-01 00:06:02.762000000,269,2,1,0,6
1970-01-01 00:06:03.444000000,268,2,1,0,6
1970-01-01 00:06:04.436000000,263,3,1,0,6
1970-01-01 00:06:04.591000000,263,1,1,0,6
1970-01-01 00:06:04.591000000,261,2,1,0,6
1970-01-01 00:06:06.079000000,262,4,1,0,6
1970-01-01 00:06:06.730000000,259,1,1,0,6
1970-01-01 00:06:07.660000000,259,1,1,0,6
1970-01-01 00:06:08.838000000,259,3,1,0,6
1970-01-01 00:06:10.388000000,257,2,1,0,6
1970-01-01 00:06:10.512000000,257,2,1,0,6
1970-01-01 00:06:10.512000000,260,5,1,0,6
1970-01-01 00:06:14.387000000,266,1,1,0,6
1970-01-01 00:06:15.193000000,264,2,1,0,6
1970-01-01 00:06:19.192000000,268,4,1,0,6
1970-01-01 00:06:19.564000000,268,1,1,0,6
1970-01-01 00:06:20.308000000,269,1,1,0,6
1970-01-01 00:06:21.827000000,267,3,1,0,6
1970-01-01 00:06:24.493000000,263,3,1,0,6
1970-01-01 00:06:25.609000000,261,2,1,0,6
1970-01-01 00:06:26.911000000,259,1,1,0,6
1970-01-01 00:06:31.964000000,256,1,1,0,6
1970-01-01 00:06:31.964000000,255,1,1,0,6
1970-01-01 00:06:33.328000000,257,1,1,0,6
1970-01-01 00:06:33.669000000,257,1,1,0,6
1970-01-01 00:06:35.095000000,256,5,1,0,6
1970-01-01 00:06:36.273000000,250,3,1,0,6
1970-01-01 00:06:36.273000000,257,2,1,0,6
1970-01-01 00:06:36.273000000,258,1,1,0,6
1970-01-01 00:06:40.613000000,258,1,1,0,6
1970-01-01 00:06:40.923000000,258,1,1,0,6
1970-01-01 00:06:41.264000000,257,2,1,0,6
1970-01-01 00:06:41.822000000,256,1,1,0,6
1970-01-01 00:06:42.008000000,258,4,1,0,6
1970-01-01 00:06:44.054000000,258,4,1,0,6
1970-01-01 00:06:47.061000000,257,2,1,0,6
1970-01-01 00:06:47.216000000,256,1,1,0,6
1970-01-01 00:06:47.619000000,257,1,1,0,6
1970-01-01 00:06:48.146000000,257,1,1,0,6
1970-01-01 00:06:48.146000000,260,1,1,0,6
1970-01-01 00:06:48.580000000,264,5,1,0,6
1970-01-01 00:06:50.099000000,258,1,1,0,6
1970-01-01 00:06:50.192000000,258,1,1,0,6
1970-01-01 00:06:54.439000000,254,3,1,0,6
1970-01-01 00:06:55.028000000,253,1,1,0,6
1970-01-01 00:06:55.028000000,254,1,1,0,6
1970-01-01 00:06:55.338000000,254,1,1,0,6
1970-01-01 00:06:55.338000000,257,4,1,0,6
1970-01-01 00:06:57.415000000,257,1,1,0,6
1970-01-01 00:06:57.415000000,258,3,1,0,6
1970-01-01 00:06:57.415000000,258,2,1,0,6
1970-01-01 00:07:01.259000000,258,2,1,0,7
1970-01-01 00:07:01.259000000,258,2,1,0,7
1970-01-01 00:07:02.747000000,251,3,1,0,7
1970-01-01 00:07:02.747000000,249,1,1,0,7
1970-01-01 00:07:04.266000000,258,1,1,0,7
1970-01-01 00:07:04.266000000,261,5,1,0,7
1970-01-01 00:07:08.048000000,259,3,1,0,7
1970-01-01 00:07:08.048000000,258,2,1,0,7
1970-01-01 00:07:08.296000000,258,1,1,0,7
1970-01-01 00:07:08.854000000,260,1,1,0,7
1970-01-01 00:07:08.854000000,258,1,1,0,7
1970-01-01 00:07:09.846000000,258,4,1,0,7
1970-01-01 00:07:12.016000000,259,2,1,0,7
1970-01-01 00:07:12.016000000,259,2,1,0,7
1970-01-01 00:07:15.116000000,263,3,1,0,7
1970-01-01 00:07:19.859000000,268,3,1,0,7
1970-01-01 00:07:19.952000000,268,2,1,0,7
1970-01-01 00:07:21.006000000,263,1,1,0,7
1970-01-01 00:07:21.006000000,261,2,1,0,7
1970-01-01 00:07:21.657000000,261,2,1,0,7
1970-01-01 00:07:23.548000000,258,3,1,0,7
1970-01-01 00:07:25.036000000,256,1,1,0,7
1970-01-01 00:07:26.276000000,257,1,1,0,7
1970-01-01 00:07:27.547000000,258,2,1,0,7
1970-01-01 00:07:29.376000000,256,1,1,0,7
1970-01-01 00:07:29.717000000,258,1,1,0,7
1970-01-01 00:07:29.996000000,258,2,1,0,7
1970-01-01 00:07:31.298000000,264,1,1,0,7
1970-01-01 00:07:31.484000000,264,3,1,0,7
1970-01-01 00:07:32.011000000,266,1,1,0,7
1970-01-01 00:07:33.189000000,266,1,1,0,7
1970-01-01 00:07:33.189000000,263,2,1,0,7
1970-01-01 00:07:35.452000000,263,3,1,0,7
1970-01-01 00:07:35.824000000,263,3,1,0,7
1970-01-01 00:07:38.614000000,267,5,1,0,7
1970-01-01 00:07:43.295000000,263,3,1,0,7
1970-01-01 00:07:45.093000000,263,5,1,0,7
1970-01-01 00:07:45.868000000,262,3,1,0,7
1970-01-01 00:07:50.115000000,263,4,1,0,7
1970-01-01 00:07:50.549000000,262,2,1,0,7
1970-01-01 00:07:50.797000000,263,2,1,0,7
1970-01-01 00:07:50.797000000,261,3,1,0,7
1970-01-01 00:07:51.448000000,261,1,1,0,7
1970-01-01 00:07:51.448000000,259,3,1,0,7
1970-01-01 00:07:51.448000000,259,1,1,0,7
1970-01-01 00:07:52.037000000,268,5,1,0,7
1970-01-01 00:07:55.602000000,269,2,1,0,7
1970-01-01 00:07:58.919000000,269,3,1,0,7
1970-01-01 00:08:00.934000000,269,4,1,0,8
1970-01-01 00:08:02.112000000,269,2,1,0,8
1970-01-01 00:08:04.995000000,267,3,1,0,8
1970-01-01 00:08:04.995000000,263,1,1,0,8
1970-01-01 00:08:04.995000000,259,1,1,0,8
1970-01-01 00:08:07.909000000,269,1,1,0,8
1970-01-01 00:08:07.909000000,266,4,1,0,8
1970-01-01 00:08:08.498000000,266,1,1,0,8
1970-01-01 00:08:08.498000000,260,1,1,0,8
1970-01-01 00:08:08.498000000,259,1,1,0,8
1970-01-01 00:08:12.125000000,259,3,1,0,8
1970-01-01 00:08:12.745000000,259,1,1,0,8
1970-01-01 00:08:15.163000000,259,2,1,0,8
1970-01-01 00:08:15.163000000,259,2,1,0,8
1970-01-01 00:08:19.224000000,263,2,1,0,8
1970-01-01 00:08:20.371000000,259,1,1,0,8
1970-01-01 00:08:21.208000000,254,1,1,0,8
1970-01-01 00:08:21.208000000,254,2,1,0,8
1970-01-01 00:08:22.014000000,257,2,1,0,8
1970-01-01 00:08:22.014000000,258,5,1,0,8
1970-01-01 00:08:22.014000000,260,3,1,0,8
1970-01-01 00:08:25.238000000,264,3,1,0,8
1970-01-01 00:08:32.244000000,263,1,1,0,8
1970-01-01 00:08:34.724000000,264,1,1,0,8
1970-01-01 00:08:34.724000000,261,1,1,0,8
1970-01-01 00:08:35.034000000,261,1,1,0,8
1970-01-01 00:08:35.933000000,259,1,1,0,8
1970-01-01 00:08:35.933000000,257,2,1,0,8
1970-01-01 00:08:35.933000000,253,1,1,0,8
1970-01-01 00:08:36.863000000,256,1,1,0,8
1970-01-01 00:08:37.731000000,257,2,1,0,8
1970-01-01 00:08:37.731000000,265,5,1,0,8
1970-01-01 00:08:38.816000000,258,1,1,0,8
1970-01-01 00:08:39.621999999,268,4,1,0,8
1970-01-01 00:08:40.924000000,259,1,1,0,8
1970-01-01 00:08:41.760999999,262,2,1,0,8
1970-01-01 00:08:41.760999999,259,3,1,0,8
1970-01-01 00:08:43.434999999,261,2,1,0,8
1970-01-01 00:08:43.434999999,260,1,1,0,8
1970-01-01 00:08:43.714000000,260,3,1,0,8
1970-01-01 00:08:45.171000000,260,1,1,0,8
1970-01-01 00:08:46.876000000,258,2,1,0,8
1970-01-01 00:08:46.876000000,258,1,1,0,8
1970-01-01 00:08:48.208999999,262,2,1,0,8
1970-01-01 00:08:48.488000000,260,4,1,0,8
1970-01-01 00:08:49.666000000,260,3,1,0,8
1970-01-01 00:08:52.828000000,261,4,1,0,8
1970-01-01 00:08:53.231000000,262,1,1,0,8
1970-01-01 00:08:58.284000000,262,3,1,0,8
1970-01-01 00:08:58.687000000,265,1,1,0,8
1970-01-01 00:08:58.687000000,268,2,1,0,8
1970-01-01 00:08:59.741000000,263,2,1,0,8
1970-01-01 00:09:00.236999999,268,1,1,0,9
1970-01-01 00:09:01.105000000,265,2,1,0,9
1970-01-01 00:09:01.105000000,264,3,1,0,9
1970-01-01 00:09:05.568999999,262,1,1,0,9
1970-01-01 00:09:08.979000000,262,2,1,0,9
1970-01-01 00:09:10.188000000,260,3,1,0,9
